,player,comp,round,date,venue,opp,pos,min,type,assisted,Year,match period
1218,Messi,LaLiga,8,2018-10-07,A,Valencia,RW,23,Left-footed shot,Luis Suárez,2018,First Half
1219,Messi,LaLiga,9,2018-10-20,H,Sevilla FC,RW,12,Left-footed shot,Luis Suárez,2018,First Half
1220,Messi,LaLiga,12,2018-11-11,H,Real Betis,SS,68,Penalty,No Assist,2018,Second Half
1221,Messi,LaLiga,12,2018-11-11,H,Real Betis,SS,904,Left-footed shot,Arturo Vidal,2018,Second Half-Additional Time
1222,Messi,Champions League,Group Stage,2018-11-28,A,PSV Eindhoven,CF,61,Left-footed shot,Ousmane Dembélé,2018,Second Half
1223,Messi,LaLiga,15,2018-12-08,A,Espanyol,RW,17,Direct free kick,No Assist,2018,First Half
1224,Messi,LaLiga,15,2018-12-08,A,Espanyol,RW,65,Direct free kick,No Assist,2018,Second Half
1225,Messi,LaLiga,16,2018-12-16,A,Levante,CF,43,Right-footed shot,Sergio Busquets,2018,First Half
1226,Messi,LaLiga,16,2018-12-16,A,Levante,CF,47,Left-footed shot,No Assist,2018,Second Half
1227,Messi,LaLiga,16,2018-12-16,A,Levante,CF,60,Left-footed shot,Arturo Vidal,2018,Second Half
1228,Messi,LaLiga,17,2018-12-22,H,Celta de Vigo,RW,45,Left-footed shot,Jordi Alba,2018,First Half
1229,Messi,LaLiga,18,2019-01-06,A,Getafe,RW,20,Left-footed shot,No Assist,2019,First Half
1230,Messi,LaLiga,19,2019-01-13,H,SD Eibar,RW,53,Left-footed shot,Luis Suárez,2019,Second Half
1231,Messi,Copa del Rey,last 16,2019-01-17,H,Levante,CF,54,Left-footed shot,Nélson Semedo,2019,Second Half
1232,Messi,LaLiga,20,2019-01-20,H,CD Leganés,SS,902,Right-footed shot,Jordi Alba,2019,Second Half-Additional Time
1233,Messi,LaLiga,21,2019-01-27,A,Girona,RW,69,Left-footed shot,Jordi Alba,2019,Second Half
1234,Messi,Copa del Rey,Quarter-Finals,2019-01-30,H,Sevilla FC,RW,902,Left-footed shot,Jordi Alba,2019,Second Half-Additional Time
1235,Messi,LaLiga,22,2019-02-02,H,Valencia,RW,39,Penalty,No Assist,2019,First Half
1236,Messi,LaLiga,22,2019-02-02,H,Valencia,RW,64,Left-footed shot,Arturo Vidal,2019,Second Half
1237,Messi,LaLiga,24,2019-02-16,H,Real Valladolid,RW,43,Penalty,No Assist,2019,First Half
1238,Messi,LaLiga,25,2019-02-23,A,Sevilla FC,RW,26,Left-footed shot,Ivan Rakitic,2019,First Half
1239,Messi,LaLiga,25,2019-02-23,A,Sevilla FC,RW,67,Right-footed shot,Ousmane Dembélé,2019,Second Half
1240,Messi,LaLiga,25,2019-02-23,A,Sevilla FC,RW,85,Left-footed shot,No Assist,2019,Second Half
1241,Messi,LaLiga,27,2019-03-09,H,Rayo Vallecano,RW,51,Penalty,No Assist,2019,Second Half
1242,Messi,Champions League,last 16,2019-03-13,H,Olympique Lyon,RW,18,Penalty,No Assist,2019,First Half
1243,Messi,Champions League,last 16,2019-03-13,H,Olympique Lyon,RW,78,Right-footed shot,Sergio Busquets,2019,Second Half
1244,Messi,LaLiga,28,2019-03-17,A,Real Betis,SS,18,Direct free kick,No Assist,2019,First Half
1245,Messi,LaLiga,28,2019-03-17,A,Real Betis,SS,452,Left-footed shot,Luis Suárez,2019,First Half-Additional Time
1246,Messi,LaLiga,28,2019-03-17,A,Real Betis,SS,85,Left-footed shot,Ivan Rakitic,2019,Second Half
1247,Messi,LaLiga,29,2019-03-30,H,Espanyol,RW,71,Direct free kick,No Assist,2019,Second Half
1248,Messi,LaLiga,29,2019-03-30,H,Espanyol,RW,89,Left-footed shot,Malcom,2019,Second Half
1249,Messi,LaLiga,30,2019-04-02,A,Villarreal,RW,90,Direct free kick,No Assist,2019,Second Half
1250,Messi,LaLiga,31,2019-04-06,H,Atlético Madrid,SS,87,Left-footed shot,No Assist,2019,Second Half
1251,Messi,Champions League,Quarter-Finals,2019-04-16,H,Man Utd,RW,16,Left-footed shot,No Assist,2019,First Half
1252,Messi,Champions League,Quarter-Finals,2019-04-16,H,Man Utd,RW,20,Right-footed shot,No Assist,2019,First Half
1253,Messi,LaLiga,35,2019-04-27,H,Levante,RW,62,Left-footed shot,Arturo Vidal,2019,Second Half
1254,Messi,Champions League,Semi-Finals,2019-05-01,H,Liverpool,RW,75,Left-footed shot,Luis Suárez,2019,Second Half
1255,Messi,Champions League,Semi-Finals,2019-05-01,H,Liverpool,RW,82,Direct free kick,No Assist,2019,Second Half
1256,Messi,LaLiga,38,2019-05-19,A,SD Eibar,CF,31,Left-footed shot,Arturo Vidal,2019,First Half
1257,Messi,LaLiga,38,2019-05-19,A,SD Eibar,CF,32,Left-footed shot,Ivan Rakitic,2019,First Half
1258,Messi,Copa del Rey,Final,2019-05-25,H,Valencia,CF,73,Left-footed shot,Clément Lenglet,2019,Second Half
1259,Messi,LaLiga,8,2019-10-06,H,Sevilla FC,RW,78,Direct free kick,No Assist,2019,Second Half
1260,Messi,LaLiga,9,2019-10-19,A,SD Eibar,RW,58,Left-footed shot,Antoine Griezmann,2019,Second Half
1261,Messi,Champions League,Group Stage,2019-10-23,A,Slavia Prague,RW,3,Left-footed shot,Arthur,2019,First Half
1262,Messi,LaLiga,11,2019-10-29,H,Real Valladolid,RW,34,Direct free kick,No Assist,2019,First Half
1263,Messi,LaLiga,11,2019-10-29,H,Real Valladolid,RW,75,Left-footed shot,Ivan Rakitic,2019,Second Half
1264,Messi,LaLiga,12,2019-11-02,A,Levante,RW,38,Penalty,No Assist,2019,First Half
1265,Messi,LaLiga,13,2019-11-09,H,Celta de Vigo,RW,23,Penalty,No Assist,2019,First Half
1266,Messi,LaLiga,13,2019-11-09,H,Celta de Vigo,RW,451,Direct free kick,No Assist,2019,First Half-Additional Time
1267,Messi,LaLiga,13,2019-11-09,H,Celta de Vigo,RW,48,Direct free kick,No Assist,2019,Second Half
1268,Messi,Champions League,Group Stage,2019-11-27,H,Bor. Dortmund,RW,33,Left-footed shot,Luis Suárez,2019,First Half
1269,Messi,LaLiga,15,2019-12-01,A,Atlético Madrid,RW,86,Left-footed shot,Luis Suárez,2019,Second Half
1270,Messi,LaLiga,16,2019-12-07,H,RCD Mallorca,RW,17,Left-footed shot,Antoine Griezmann,2019,First Half
1271,Messi,LaLiga,16,2019-12-07,H,RCD Mallorca,RW,41,Left-footed shot,Ivan Rakitic,2019,First Half
1272,Messi,LaLiga,16,2019-12-07,H,RCD Mallorca,RW,83,Left-footed shot,Luis Suárez,2019,Second Half
1273,Messi,LaLiga,18,2019-12-21,H,Alavés,RW,69,Left-footed shot,Luis Suárez,2019,Second Half
1274,Messi,Supercopa,Semi-Finals,2020-01-09,H,Atlético Madrid,RW,51,Right-footed shot,Luis Suárez,2020,Second Half
1275,Messi,LaLiga,20,2020-01-19,H,Granada CF,CF,76,Right-footed shot,Arturo Vidal,2020,Second Half
1276,Messi,Copa del Rey,Round of 16,2020-01-30,H,CD Leganés,RW,59,Left-footed shot,Frenkie de Jong,2020,Second Half
1277,Messi,Copa del Rey,Round of 16,2020-01-30,H,CD Leganés,RW,89,Left-footed shot,Ivan Rakitic,2020,Second Half
1278,Messi,LaLiga,25,2020-02-22,H,SD Eibar,SS,14,Left-footed shot,Ivan Rakitic,2020,First Half
1279,Messi,LaLiga,25,2020-02-22,H,SD Eibar,SS,37,Left-footed shot,Arturo Vidal,2020,First Half
1280,Messi,LaLiga,25,2020-02-22,H,SD Eibar,SS,40,Left-footed shot,No Assist,2020,First Half
1281,Messi,LaLiga,25,2020-02-22,H,SD Eibar,SS,87,Left-footed shot,No Assist,2020,Second Half
1282,Messi,LaLiga,27,2020-03-07,H,Real Sociedad,CF,81,Penalty,No Assist,2020,Second Half
1283,Messi,LaLiga,28,2020-06-13,A,RCD Mallorca,RW,903,Right-footed shot,Luis Suárez,2020,Second Half-Additional Time
1284,Messi,LaLiga,29,2020-06-16,H,CD Leganés,RW,69,Penalty,No Assist,2020,Second Half
1285,Messi,LaLiga,33,2020-06-30,H,Atlético Madrid,SS,50,Penalty,No Assist,2020,Second Half
1286,Messi,LaLiga,37,2020-07-16,H,CA Osasuna,RW,62,Direct free kick,No Assist,2020,Second Half
1287,Messi,LaLiga,38,2020-07-19,A,Alavés,RW,34,Left-footed shot,Riqui Puig,2020,First Half
1288,Messi,LaLiga,38,2020-07-19,A,Alavés,RW,75,Left-footed shot,Jordi Alba,2020,Second Half
1289,Messi,Champions League,last 16,2020-08-08,H,SSC Napoli,SS,23,Left-footed shot,No Assist,2020,First Half
1290,Messi,LaLiga,3,2020-09-27,H,Villarreal,CF,35,Penalty,No Assist,2020,First Half
1291,Messi,Champions League,Group Stage,2020-10-20,H,Ferencváros,CF,27,Penalty,No Assist,2020,First Half
1292,Messi,Champions League,Group Stage,2020-10-28,A,Juventus,CF,901,Penalty,No Assist,2020,Second Half-Additional Time
1293,Messi,Champions League,Group Stage,2020-11-04,H,Dynamo Kyiv,RW,5,Penalty,No Assist,2020,First Half
1294,Messi,LaLiga,9,2020-11-07,H,Real Betis,SS,61,Penalty,No Assist,2020,Second Half
1295,Messi,LaLiga,9,2020-11-07,H,Real Betis,SS,82,Left-footed shot,Sergi Roberto,2020,Second Half
1296,Messi,LaLiga,11,2020-11-29,H,CA Osasuna,RW,73,Left-footed shot,Trincão,2020,Second Half
1297,Messi,LaLiga,13,2020-12-13,H,Levante,CF,76,Left-footed shot,Frenkie de Jong,2020,Second Half
1298,Messi,LaLiga,14,2020-12-19,H,Valencia,CF,454,Header,No Assist,2020,First Half-Additional Time
1299,Messi,LaLiga,15,2020-12-22,A,Real Valladolid,SS,65,Left-footed shot,Pedri,2020,Second Half
